date,site_id,site_name,day_of_week,month,target_tonnes,actual_tonnes,shortfall_tonnes,shortfall_pct,shortfall_risk_tier,primary_driver,rainfall_mm,soil_moisture_pct,surface_temp_c,ndvi,total_downtime_hours,excavator_downtime_hours,drill_downtime_hours,dumper_downtime_hours,fleet_utilization_pct,blasting_delay_hours,weather_stoppage_hours,labor_attendance_pct,truck_dispatch_trips
2023-02-04,dongri_buzurg,Dongri Buzurg Mine,Saturday,2,1097,1042,55,5.01,Low,equipment_downtime,0.0,13.7,25.9,0.358,4.7,0.4,0.3,4.0,98.0,0.0,0.0,93.5,42
2023-02-05,dongri_buzurg,Dongri Buzurg Mine,Sunday,2,1112,997,115,10.34,Medium,equipment_downtime,0.0,16.3,25.8,0.371,6.5,0.5,4.0,2.0,97.4,0.0,0.0,95.7,36
2023-02-06,dongri_buzurg,Dongri Buzurg Mine,Monday,2,1083,909,174,16.07,Medium,equipment_downtime,0.0,10.8,26.7,0.353,5.9,1.4,0.9,3.6,97.6,0.0,0.0,88.0,35
2023-02-07,dongri_buzurg,Dongri Buzurg Mine,Tuesday,2,1072,1036,36,3.36,Low,equipment_downtime,0.0,17.3,28.3,0.351,6.8,1.3,2.0,3.5,97.3,0.0,0.0,96.7,43
2023-02-08,dongri_buzurg,Dongri Buzurg Mine,Wednesday,2,1105,915,190,17.19,Medium,equipment_downtime,0.0,16.6,27.4,0.332,6.1,1.0,1.2,3.9,97.5,0.7,0.0,97.6,37
2023-02-09,dongri_buzurg,Dongri Buzurg Mine,Thursday,2,1050,910,140,13.33,Medium,equipment_downtime,0.0,18.5,28.9,0.424,5.5,1.2,1.0,3.3,97.8,0.0,0.0,91.6,35
2023-02-10,dongri_buzurg,Dongri Buzurg Mine,Friday,2,1074,979,95,8.85,Medium,equipment_downtime,0.0,17.2,31.0,0.395,4.7,0.6,1.2,2.9,98.0,0.0,0.0,96.5,38
2023-02-11,dongri_buzurg,Dongri Buzurg Mine,Saturday,2,1091,870,221,20.26,High,equipment_downtime,0.0,16.7,29.3,0.374,11.0,0.6,2.7,7.7,95.6,0.0,0.0,96.4,36
2023-02-12,dongri_buzurg,Dongri Buzurg Mine,Sunday,2,1090,956,134,12.29,Medium,equipment_downtime,0.0,15.9,27.2,0.378,4.1,0.7,0.9,2.5,98.0,0.0,0.0,92.1,38
2023-02-13,dongri_buzurg,Dongri Buzurg Mine,Monday,2,1126,1002,124,11.01,Medium,equipment_downtime,0.0,19.7,27.3,0.473,5.6,0.9,1.5,3.2,97.7,0.0,0.0,91.7,38
2023-02-14,dongri_buzurg,Dongri Buzurg Mine,Tuesday,2,1075,959,116,10.79,Medium,equipment_downtime,0.0,11.6,30.2,0.33,5.5,1.4,1.4,2.7,97.8,0.0,0.0,92.9,37
2023-02-15,dongri_buzurg,Dongri Buzurg Mine,Wednesday,2,1120,812,308,27.5,High,equipment_downtime,0.0,14.0,29.2,0.379,14.4,0.6,0.3,13.5,94.2,0.0,0.0,89.1,32
2023-02-16,dongri_buzurg,Dongri Buzurg Mine,Thursday,2,1115,993,122,10.94,Medium,equipment_downtime,0.0,14.7,29.1,0.37,2.8,1.2,0.4,1.2,98.0,0.0,0.0,99.0,41
2023-02-17,dongri_buzurg,Dongri Buzurg Mine,Friday,2,1113,1037,76,6.83,Medium,equipment_downtime,0.0,14.9,30.8,0.285,5.1,0.5,2.2,2.4,97.9,0.0,0.0,97.2,40
2023-02-18,dongri_buzurg,Dongri Buzurg Mine,Saturday,2,1050,892,158,15.05,Medium,equipment_downtime,0.0,21.2,27.4,0.31,10.9,1.2,8.0,1.7,95.6,0.0,0.0,93.1,39
2023-02-19,dongri_buzurg,Dongri Buzurg Mine,Sunday,2,1082,970,112,10.35,Medium,equipment_downtime,0.0,16.1,27.3,0.315,3.8,0.7,0.3,2.8,98.0,0.0,0.0,89.4,40
2023-02-20,dongri_buzurg,Dongri Buzurg Mine,Monday,2,1099,961,138,12.56,Medium,equipment_downtime,0.0,17.8,28.0,0.3,6.2,1.3,1.5,3.4,97.5,0.0,0.0,98.0,41
2023-02-21,dongri_buzurg,Dongri Buzurg Mine,Tuesday,2,1136,1093,43,3.79,Low,equipment_downtime,7.4,15.6,29.6,0.335,3.5,0.8,1.4,1.3,98.0,0.0,0.0,91.0,41
2023-02-22,dongri_buzurg,Dongri Buzurg Mine,Wednesday,2,1086,944,142,13.08,Medium,equipment_downtime,0.0,10.9,30.9,0.372,6.3,0.9,1.3,4.1,97.5,0.0,0.0,88.8,43
2023-02-23,dongri_buzurg,Dongri Buzurg Mine,Thursday,2,1103,990,113,10.24,Medium,equipment_downtime,0.0,15.5,31.2,0.258,5.6,0.3,1.8,3.5,97.7,0.0,0.0,92.5,39
2023-02-24,dongri_buzurg,Dongri Buzurg Mine,Friday,2,1112,1059,53,4.77,Low,equipment_downtime,0.0,11.2,30.1,0.289,2.4,1.0,0.3,1.1,98.0,0.0,0.0,94.3,37
2023-02-25,dongri_buzurg,Dongri Buzurg Mine,Saturday,2,1084,749,335,30.9,High,equipment_downtime,1.8,18.9,27.7,0.326,17.1,13.1,1.1,2.9,93.1,0.0,0.0,96.8,29
2023-02-26,dongri_buzurg,Dongri Buzurg Mine,Sunday,2,1098,1026,72,6.56,Medium,labor_attendance,0.0,16.5,31.3,0.371,2.4,0.2,1.0,1.2,98.0,0.0,0.0,86.8,40
2023-02-27,dongri_buzurg,Dongri Buzurg Mine,Monday,2,1082,1034,48,4.44,Low,equipment_downtime,0.0,14.6,28.1,0.363,3.2,0.6,0.8,1.8,98.0,0.0,0.0,99.0,42
2023-02-28,dongri_buzurg,Dongri Buzurg Mine,Tuesday,2,1120,1008,112,10.0,Medium,equipment_downtime,0.0,16.2,31.6,0.293,3.6,1.2,0.7,1.7,98.0,0.0,0.0,95.7,42
2023-03-01,dongri_buzurg,Dongri Buzurg Mine,Wednesday,3,1162,1172,0,0.0,Low,nominal_operations,4.7,15.5,29.9,0.332,4.5,1.3,1.5,1.7,98.0,0.0,0.0,95.1,48
2023-03-02,dongri_buzurg,Dongri Buzurg Mine,Thursday,3,1125,1045,80,7.11,Medium,equipment_downtime,0.0,9.1,32.2,0.342,5.1,0.6,0.7,3.8,97.9,1.2,0.0,92.2,42
2023-03-03,dongri_buzurg,Dongri Buzurg Mine,Friday,3,1129,1040,89,7.88,Medium,equipment_downtime,0.0,20.6,30.4,0.303,3.3,0.3,1.7,1.3,98.0,0.0,0.0,95.8,41
2023-03-04,dongri_buzurg,Dongri Buzurg Mine,Saturday,3,1126,1024,102,9.06,Medium,equipment_downtime,0.0,14.5,31.1,0.253,5.8,1.4,1.9,2.5,97.7,0.7,0.0,94.4,43
2023-03-05,dongri_buzurg,Dongri Buzurg Mine,Sunday,3,1130,978,152,13.45,Medium,equipment_downtime,0.0,17.7,31.8,0.306,5.0,1.1,1.0,2.9,98.0,0.6,0.0,93.2,40
2023-03-06,dongri_buzurg,Dongri Buzurg Mine,Monday,3,1142,1124,18,1.58,Low,nominal_operations,0.0,17.4,28.9,0.312,4.7,0.9,1.8,2.0,98.0,0.0,0.0,91.9,47
2023-03-07,dongri_buzurg,Dongri Buzurg Mine,Tuesday,3,1128,989,139,12.32,Medium,equipment_downtime,1.3,15.9,31.7,0.352,6.2,0.9,1.2,4.1,97.5,0.3,0.0,92.1,40
2023-03-08,dongri_buzurg,Dongri Buzurg Mine,Wednesday,3,1132,1048,84,7.42,Medium,equipment_downtime,0.0,14.5,31.3,0.307,4.0,0.5,0.3,3.2,98.0,0.0,0.0,94.3,40
2023-03-09,dongri_buzurg,Dongri Buzurg Mine,Thursday,3,1120,862,258,23.04,High,equipment_downtime,0.0,14.9,34.0,0.334,7.3,1.2,2.0,4.1,97.1,0.0,0.0,86.5,34
2023-03-10,dongri_buzurg,Dongri Buzurg Mine,Friday,3,1109,914,195,17.58,Medium,equipment_downtime,0.0,20.2,33.2,0.302,9.6,4.8,1.0,3.8,96.1,0.0,0.0,92.9,35
2023-03-11,dongri_buzurg,Dongri Buzurg Mine,Saturday,3,1164,1036,128,11.0,Medium,equipment_downtime,0.0,18.5,32.5,0.239,3.3,0.7,0.4,2.2,98.0,0.0,0.0,87.8,44
2023-03-12,dongri_buzurg,Dongri Buzurg Mine,Sunday,3,1139,1018,121,10.62,Medium,equipment_downtime,2.0,17.5,30.9,0.334,8.0,1.1,3.6,3.3,96.8,0.0,0.0,96.9,44
2023-03-13,dongri_buzurg,Dongri Buzurg Mine,Monday,3,1065,999,66,6.2,Medium,equipment_downtime,0.0,13.5,35.0,0.299,6.0,0.7,1.0,4.3,97.6,0.0,0.0,91.4,37
2023-03-14,dongri_buzurg,Dongri Buzurg Mine,Tuesday,3,1118,1038,80,7.16,Medium,equipment_downtime,0.0,17.0,31.8,0.312,3.8,0.6,0.9,2.3,98.0,0.0,0.0,99.0,44
2023-03-15,dongri_buzurg,Dongri Buzurg Mine,Wednesday,3,1073,987,86,8.01,Medium,equipment_downtime,0.0,15.4,31.3,0.225,3.0,0.3,1.1,1.6,98.0,0.0,0.0,98.3,39
2023-03-16,dongri_buzurg,Dongri Buzurg Mine,Thursday,3,1108,678,430,38.81,High,equipment_downtime,0.0,13.8,30.5,0.355,22.6,5.5,0.3,16.8,90.9,0.0,0.0,94.6,27
2023-03-17,dongri_buzurg,Dongri Buzurg Mine,Friday,3,1127,564,563,49.96,High,equipment_downtime,0.0,17.4,32.9,0.219,29.1,11.6,0.8,16.7,88.3,0.0,0.0,89.6,23
2023-03-18,dongri_buzurg,Dongri Buzurg Mine,Saturday,3,1135,1057,78,6.87,Medium,equipment_downtime,0.0,14.0,33.5,0.283,4.2,0.4,1.4,2.4,98.0,0.0,0.0,88.5,44
2023-03-19,dongri_buzurg,Dongri Buzurg Mine,Sunday,3,1138,1014,124,10.9,Medium,equipment_downtime,0.0,16.5,31.1,0.245,4.3,1.3,1.6,1.4,98.0,0.0,0.0,89.0,40
2023-03-20,dongri_buzurg,Dongri Buzurg Mine,Monday,3,1092,965,127,11.63,Medium,equipment_downtime,0.0,16.2,32.3,0.304,4.0,0.9,0.9,2.2,98.0,0.0,0.0,88.7,42
2023-03-21,dongri_buzurg,Dongri Buzurg Mine,Tuesday,3,1132,1091,41,3.62,Low,equipment_downtime,0.0,17.3,32.5,0.252,3.4,0.5,0.6,2.3,98.0,0.0,0.0,99.0,44
2023-03-22,dongri_buzurg,Dongri Buzurg Mine,Wednesday,3,1143,883,260,22.75,High,equipment_downtime,0.0,12.1,33.7,0.238,11.8,8.8,1.5,1.5,95.2,0.0,0.0,92.3,37
2023-03-23,dongri_buzurg,Dongri Buzurg Mine,Thursday,3,1111,984,127,11.43,Medium,equipment_downtime,0.0,9.0,34.0,0.215,6.4,1.5,1.7,3.2,97.4,0.0,0.0,94.4,36
2023-03-24,dongri_buzurg,Dongri Buzurg Mine,Friday,3,1076,985,91,8.46,Medium,equipment_downtime,0.0,13.1,38.2,0.269,5.7,0.8,1.3,3.6,97.7,0.0,0.0,92.9,37
2023-03-25,dongri_buzurg,Dongri Buzurg Mine,Saturday,3,1093,818,275,25.16,High,equipment_downtime,0.0,14.2,33.5,0.271,12.8,5.7,1.9,5.2,94.8,0.0,0.0,90.1,33
2023-03-26,dongri_buzurg,Dongri Buzurg Mine,Sunday,3,1136,1085,51,4.49,Low,equipment_downtime,0.0,17.7,37.5,0.195,3.6,1.0,0.2,2.4,98.0,0.0,0.0,88.6,44
2023-03-27,dongri_buzurg,Dongri Buzurg Mine,Monday,3,1147,1099,48,4.18,Low,equipment_downtime,0.0,16.3,31.9,0.274,5.5,0.2,2.0,3.3,97.8,0.0,0.0,95.8,44
2023-03-28,dongri_buzurg,Dongri Buzurg Mine,Tuesday,3,1138,1035,103,9.05,Medium,equipment_downtime,0.0,18.7,34.6,0.231,4.5,1.1,0.6,2.8,98.0,0.0,0.0,93.8,44
2023-03-29,dongri_buzurg,Dongri Buzurg Mine,Wednesday,3,1098,961,137,12.48,Medium,equipment_downtime,0.0,19.3,33.9,0.333,6.1,1.0,1.3,3.8,97.5,0.0,0.0,91.7,40
2023-03-30,dongri_buzurg,Dongri Buzurg Mine,Thursday,3,1104,1014,90,8.15,Medium,equipment_downtime,0.0,15.2,34.5,0.234,3.3,0.3,0.6,2.4,98.0,0.0,0.0,93.7,39
2023-03-31,dongri_buzurg,Dongri Buzurg Mine,Friday,3,1148,1048,100,8.71,Medium,equipment_downtime,0.0,16.2,34.3,0.227,2.9,0.8,1.1,1.0,98.0,0.0,0.0,91.3,44
2023-04-01,dongri_buzurg,Dongri Buzurg Mine,Saturday,4,1135,852,283,24.93,High,equipment_downtime,0.0,18.5,36.6,0.197,15.6,4.1,0.2,11.3,93.7,0.0,0.0,92.9,34
2023-04-02,dongri_buzurg,Dongri Buzurg Mine,Sunday,4,1117,885,232,20.77,High,labor_attendance,0.0,11.2,34.1,0.189,4.0,0.9,1.6,1.5,98.0,0.0,0.0,83.3,34
2023-04-03,dongri_buzurg,Dongri Buzurg Mine,Monday,4,1145,1015,130,11.35,Medium,equipment_downtime,0.0,10.8,32.6,0.222,7.6,1.3,3.4,2.9,96.9,0.0,0.0,93.0,42
2023-04-04,dongri_buzurg,Dongri Buzurg Mine,Tuesday,4,1138,1032,106,9.31,Medium,equipment_downtime,0.0,19.3,36.6,0.242,3.2,0.5,0.4,2.3,98.0,0.0,0.0,95.1,39
2023-04-05,dongri_buzurg,Dongri Buzurg Mine,Wednesday,4,1148,984,164,14.29,Medium,equipment_downtime,0.0,15.8,34.0,0.18,5.4,1.3,0.2,3.9,97.8,0.0,0.0,89.5,39
2023-04-06,dongri_buzurg,Dongri Buzurg Mine,Thursday,4,1141,1055,86,7.54,Medium,equipment_downtime,0.0,13.7,37.1,0.222,5.9,1.1,1.7,3.1,97.6,0.0,0.0,95.1,42
2023-04-07,dongri_buzurg,Dongri Buzurg Mine,Friday,4,1128,731,397,35.2,High,equipment_downtime,0.0,14.6,32.9,0.181,17.7,1.6,0.6,15.5,92.9,0.0,0.0,90.6,28
2023-04-08,dongri_buzurg,Dongri Buzurg Mine,Saturday,4,1130,1011,119,10.53,Medium,equipment_downtime,0.0,21.7,36.8,0.221,5.7,1.3,1.5,2.9,97.7,0.0,0.0,93.8,39
2023-04-09,dongri_buzurg,Dongri Buzurg Mine,Sunday,4,1136,1054,82,7.22,Medium,equipment_downtime,0.0,15.0,36.0,0.222,4.9,0.7,0.2,4.0,98.0,0.0,0.0,87.8,43
2023-04-10,dongri_buzurg,Dongri Buzurg Mine,Monday,4,1145,1053,92,8.03,Medium,equipment_downtime,0.0,13.5,38.0,0.198,4.5,0.9,1.6,2.0,98.0,0.0,0.0,93.8,40
2023-04-11,dongri_buzurg,Dongri Buzurg Mine,Tuesday,4,1108,1022,86,7.76,Medium,equipment_downtime,0.0,18.9,39.2,0.184,5.6,0.9,0.8,3.9,97.7,0.0,0.0,96.2,40
2023-04-12,dongri_buzurg,Dongri Buzurg Mine,Wednesday,4,1116,990,126,11.29,Medium,equipment_downtime,0.0,18.6,33.9,0.212,3.5,1.0,0.9,1.6,98.0,0.0,0.0,94.9,40
2023-04-13,dongri_buzurg,Dongri Buzurg Mine,Thursday,4,1124,878,246,21.89,High,labor_attendance,0.0,16.3,36.2,0.183,4.0,0.9,0.5,2.6,98.0,0.0,0.0,84.4,35
2023-04-14,dongri_buzurg,Dongri Buzurg Mine,Friday,4,1100,986,114,10.36,Medium,equipment_downtime,23.2,22.1,36.7,0.203,5.5,0.3,1.5,3.7,97.8,0.0,0.0,91.3,45
2023-04-15,dongri_buzurg,Dongri Buzurg Mine,Saturday,4,1095,917,178,16.26,Medium,equipment_downtime,0.0,18.5,37.4,0.215,7.5,1.4,1.9,4.2,97.0,0.0,0.0,90.4,33
2023-04-16,dongri_buzurg,Dongri Buzurg Mine,Sunday,4,1121,942,179,15.97,Medium,equipment_downtime,0.0,13.4,38.3,0.207,4.7,1.1,0.5,3.1,98.0,0.0,0.0,85.4,37
2023-04-17,dongri_buzurg,Dongri Buzurg Mine,Monday,4,1108,962,146,13.18,Medium,equipment_downtime,0.0,13.7,37.8,0.237,5.9,1.2,0.5,4.2,97.6,0.0,0.0,99.0,39
2023-04-18,dongri_buzurg,Dongri Buzurg Mine,Tuesday,4,1123,1000,123,10.95,Medium,equipment_downtime,0.0,18.0,37.6,0.216,4.4,1.0,0.6,2.8,98.0,0.0,0.0,89.7,39
2023-04-19,dongri_buzurg,Dongri Buzurg Mine,Wednesday,4,1162,1057,105,9.04,Medium,labor_attendance,0.0,16.7,38.8,0.18,2.9,0.8,0.7,1.4,98.0,0.0,0.0,86.5,41
2023-04-20,dongri_buzurg,Dongri Buzurg Mine,Thursday,4,1132,1013,119,10.51,Medium,equipment_downtime,0.0,16.6,38.1,0.221,6.1,0.4,2.0,3.7,97.5,0.0,0.0,92.9,42
2023-04-21,dongri_buzurg,Dongri Buzurg Mine,Friday,4,1147,1091,56,4.88,Low,equipment_downtime,0.0,13.9,38.8,0.181,4.2,1.1,1.6,1.5,98.0,0.0,0.0,94.6,45
2023-04-22,dongri_buzurg,Dongri Buzurg Mine,Saturday,4,1134,928,206,18.17,High,equipment_downtime,0.0,19.4,37.4,0.216,13.9,2.3,0.9,10.7,94.4,0.0,0.0,98.3,32
2023-04-23,dongri_buzurg,Dongri Buzurg Mine,Sunday,4,1141,951,190,16.65,Medium,equipment_downtime,0.0,14.4,37.8,0.18,7.0,1.0,1.9,4.1,97.2,3.0,0.0,92.0,38
2023-04-24,dongri_buzurg,Dongri Buzurg Mine,Monday,4,1149,925,224,19.5,High,blasting_delays,0.0,16.5,37.9,0.205,1.9,0.5,0.3,1.1,98.0,2.8,0.0,85.5,37
2023-04-25,dongri_buzurg,Dongri Buzurg Mine,Tuesday,4,1116,1036,80,7.17,Medium,equipment_downtime,0.0,19.9,41.1,0.18,4.3,0.9,1.8,1.6,98.0,0.0,0.0,90.5,42
2023-04-26,dongri_buzurg,Dongri Buzurg Mine,Wednesday,4,1137,1040,97,8.53,Medium,equipment_downtime,0.0,19.5,38.0,0.18,5.9,0.6,0.9,4.4,97.6,0.0,0.0,94.6,43
2023-04-27,dongri_buzurg,Dongri Buzurg Mine,Thursday,4,1150,1005,145,12.61,Medium,equipment_downtime,0.0,11.0,38.1,0.211,7.3,0.8,2.7,3.8,97.1,0.1,0.0,92.5,40
2023-04-28,dongri_buzurg,Dongri Buzurg Mine,Friday,4,1124,721,403,35.85,High,equipment_downtime,0.0,12.7,35.3,0.218,18.8,12.9,0.2,5.7,92.4,0.0,0.0,87.3,31
2023-04-29,dongri_buzurg,Dongri Buzurg Mine,Saturday,4,1142,993,149,13.05,Medium,equipment_downtime,0.0,17.7,41.8,0.238,6.9,1.1,1.3,4.5,97.2,0.0,0.0,92.1,46
2023-04-30,dongri_buzurg,Dongri Buzurg Mine,Sunday,4,1118,1083,35,3.13,Low,equipment_downtime,0.0,16.4,37.1,0.18,4.5,0.8,1.7,2.0,98.0,0.0,0.0,93.1,42
2023-05-01,dongri_buzurg,Dongri Buzurg Mine,Monday,5,1124,988,136,12.1,Medium,equipment_downtime,0.0,18.4,38.4,0.18,6.9,1.1,1.8,4.0,97.2,0.0,0.0,92.5,44
2023-05-02,dongri_buzurg,Dongri Buzurg Mine,Tuesday,5,1111,960,151,13.59,Medium,equipment_downtime,0.0,16.4,38.3,0.271,3.6,0.3,1.5,1.8,98.0,0.0,0.0,89.9,38
2023-05-03,dongri_buzurg,Dongri Buzurg Mine,Wednesday,5,1147,1050,97,8.46,Medium,equipment_downtime,0.0,14.9,38.8,0.235,2.7,0.7,0.6,1.4,98.0,0.0,0.0,95.6,44
2023-05-04,dongri_buzurg,Dongri Buzurg Mine,Thursday,5,1104,974,130,11.78,Medium,equipment_downtime,0.0,15.9,38.0,0.243,8.1,1.2,3.4,3.5,96.7,0.0,0.0,94.3,38
2023-05-05,dongri_buzurg,Dongri Buzurg Mine,Friday,5,1093,903,190,17.38,Medium,equipment_downtime,0.0,13.3,38.2,0.208,6.3,0.3,2.0,4.0,97.5,0.0,0.0,90.0,38
2023-05-06,dongri_buzurg,Dongri Buzurg Mine,Saturday,5,1139,1036,103,9.04,Medium,equipment_downtime,2.0,20.3,40.0,0.21,3.1,0.8,0.6,1.7,98.0,0.0,0.0,88.1,43
2023-05-07,dongri_buzurg,Dongri Buzurg Mine,Sunday,5,1140,1044,96,8.42,Medium,equipment_downtime,0.0,17.3,40.4,0.18,4.7,1.2,1.3,2.2,98.0,0.0,0.0,91.6,39
2023-05-08,dongri_buzurg,Dongri Buzurg Mine,Monday,5,1117,1000,117,10.47,Medium,equipment_downtime,0.3,12.9,36.4,0.215,4.7,0.2,1.0,3.5,98.0,0.0,0.0,90.3,42
2023-05-09,dongri_buzurg,Dongri Buzurg Mine,Tuesday,5,1111,1012,99,8.91,Medium,equipment_downtime,0.0,14.8,37.3,0.18,4.5,1.5,1.1,1.9,98.0,0.0,0.0,95.0,42
2023-05-10,dongri_buzurg,Dongri Buzurg Mine,Wednesday,5,1150,974,176,15.3,Medium,equipment_downtime,0.0,16.8,37.4,0.225,5.7,1.2,0.9,3.6,97.7,0.0,0.0,86.3,37
2023-05-11,dongri_buzurg,Dongri Buzurg Mine,Thursday,5,1116,1028,88,7.89,Medium,equipment_downtime,0.0,16.6,39.8,0.208,3.2,0.4,1.4,1.4,98.0,0.0,0.0,92.4,40
2023-05-12,dongri_buzurg,Dongri Buzurg Mine,Friday,5,1100,998,102,9.27,Medium,equipment_downtime,0.0,14.2,42.0,0.208,6.6,1.4,1.9,3.3,97.3,0.0,0.0,94.6,43
2023-05-13,dongri_buzurg,Dongri Buzurg Mine,Saturday,5,1148,1046,102,8.89,Medium,equipment_downtime,3.3,16.7,37.3,0.186,4.7,0.9,1.9,1.9,98.0,0.0,0.0,90.5,35
2023-05-14,dongri_buzurg,Dongri Buzurg Mine,Sunday,5,1116,924,192,17.2,Medium,equipment_downtime,0.0,15.1,40.3,0.201,6.3,1.0,1.1,4.2,97.5,0.0,0.0,90.5,40
2023-05-15,dongri_buzurg,Dongri Buzurg Mine,Monday,5,1097,1020,77,7.02,Medium,equipment_downtime,0.0,13.1,42.7,0.264,4.3,0.5,1.9,1.9,98.0,0.0,0.0,97.0,46
2023-05-16,dongri_buzurg,Dongri Buzurg Mine,Tuesday,5,1150,1077,73,6.35,Medium,equipment_downtime,4.7,16.9,36.7,0.243,5.0,0.4,1.1,3.5,98.0,0.0,0.0,94.0,41
2023-05-17,dongri_buzurg,Dongri Buzurg Mine,Wednesday,5,1126,972,154,13.68,Medium,equipment_downtime,0.0,16.5,37.5,0.204,6.4,1.0,1.1,4.3,97.4,0.0,0.0,92.3,40
2023-05-18,dongri_buzurg,Dongri Buzurg Mine,Thursday,5,1113,1007,106,9.52,Medium,equipment_downtime,0.0,16.0,41.4,0.18,6.2,1.0,1.3,3.9,97.5,0.0,0.0,98.3,37
2023-05-19,dongri_buzurg,Dongri Buzurg Mine,Friday,5,1061,907,154,14.51,Medium,equipment_downtime,0.0,16.1,42.7,0.228,4.4,0.3,1.7,2.4,98.0,0.0,0.0,93.5,39
2023-05-20,dongri_buzurg,Dongri Buzurg Mine,Saturday,5,1108,1002,106,9.57,Medium,equipment_downtime,0.0,16.4,38.3,0.261,5.3,1.5,0.7,3.1,97.9,0.0,0.0,93.4,39
2023-05-21,dongri_buzurg,Dongri Buzurg Mine,Sunday,5,1128,935,193,17.11,Medium,equipment_downtime,0.0,17.4,38.0,0.248,5.0,0.8,1.0,3.2,98.0,2.1,0.0,87.1,39
2023-05-22,dongri_buzurg,Dongri Buzurg Mine,Monday,5,1143,1085,58,5.07,Low,equipment_downtime,0.0,13.4,41.1,0.219,4.0,1.1,1.8,1.1,98.0,0.0,0.0,95.3,41
2023-05-23,dongri_buzurg,Dongri Buzurg Mine,Tuesday,5,1120,1023,97,8.66,Medium,equipment_downtime,0.0,17.4,40.1,0.237,9.0,2.7,1.8,4.5,96.4,0.0,0.0,99.0,38
2023-05-24,dongri_buzurg,Dongri Buzurg Mine,Wednesday,5,1120,1052,68,6.07,Medium,equipment_downtime,0.0,18.8,40.4,0.264,2.7,0.6,0.7,1.4,98.0,0.0,0.0,94.1,42
2023-05-25,dongri_buzurg,Dongri Buzurg Mine,Thursday,5,1145,880,265,23.14,High,equipment_downtime,0.0,20.3,39.1,0.232,8.0,0.9,5.1,2.0,96.8,0.0,0.0,86.6,33
2023-05-26,dongri_buzurg,Dongri Buzurg Mine,Friday,5,1147,1070,77,6.71,Medium,equipment_downtime,1.1,17.5,36.9,0.219,4.6,0.7,1.4,2.5,98.0,0.0,0.0,92.8,43
2023-05-27,dongri_buzurg,Dongri Buzurg Mine,Saturday,5,1120,1088,32,2.86,Low,equipment_downtime,0.0,17.1,39.6,0.28,2.8,0.9,0.8,1.1,98.0,0.0,0.0,94.1,44
2023-05-28,dongri_buzurg,Dongri Buzurg Mine,Sunday,5,1116,1005,111,9.95,Medium,equipment_downtime,0.0,18.5,40.5,0.283,7.4,2.8,0.9,3.7,97.0,0.0,0.0,96.4,40
2023-05-29,dongri_buzurg,Dongri Buzurg Mine,Monday,5,1143,1071,72,6.3,Medium,equipment_downtime,0.0,19.4,39.2,0.253,7.0,0.7,1.8,4.5,97.2,0.0,0.0,93.0,41
2023-05-30,dongri_buzurg,Dongri Buzurg Mine,Tuesday,5,1126,658,468,41.56,High,equipment_downtime,0.0,18.4,40.1,0.297,19.9,16.4,0.6,2.9,92.0,0.0,0.0,91.9,26
2023-05-31,dongri_buzurg,Dongri Buzurg Mine,Wednesday,5,1099,967,132,12.01,Medium,equipment_downtime,0.0,18.1,38.7,0.228,7.1,1.3,1.5,4.3,97.1,0.0,0.0,91.9,37
2023-06-01,dongri_buzurg,Dongri Buzurg Mine,Thursday,6,1116,1094,22,1.97,Low,equipment_downtime,3.3,22.8,38.0,0.256,3.7,1.0,0.4,2.3,98.0,0.0,0.0,95.8,46
2023-06-02,dongri_buzurg,Dongri Buzurg Mine,Friday,6,1127,575,552,48.98,High,equipment_downtime,11.8,25.2,39.6,0.263,28.2,12.3,1.6,14.3,88.6,0.0,0.0,90.6,22
2023-06-03,dongri_buzurg,Dongri Buzurg Mine,Saturday,6,1058,674,384,36.29,High,equipment_downtime,2.3,28.5,39.1,0.189,17.5,1.1,1.1,15.3,93.0,0.0,0.0,88.1,27
2023-06-04,dongri_buzurg,Dongri Buzurg Mine,Sunday,6,1122,157,965,86.01,High,weather_stoppage,112.9,53.5,28.1,0.214,19.1,5.4,1.5,12.2,92.3,0.0,12.0,95.2,6
2023-06-05,dongri_buzurg,Dongri Buzurg Mine,Monday,6,1092,922,170,15.57,Medium,equipment_downtime,1.4,19.4,39.8,0.24,4.9,0.4,0.8,3.7,98.0,0.0,0.0,93.6,37
2023-06-06,dongri_buzurg,Dongri Buzurg Mine,Tuesday,6,1117,928,189,16.92,Medium,labor_attendance,4.1,26.2,39.7,0.18,3.8,0.3,1.7,1.8,98.0,0.0,0.0,84.6,39
2023-06-07,dongri_buzurg,Dongri Buzurg Mine,Wednesday,6,1111,274,837,75.34,High,weather_stoppage,58.4,34.8,32.3,0.315,8.6,4.4,2.2,2.0,96.5,0.0,8.4,88.7,13
2023-06-08,dongri_buzurg,Dongri Buzurg Mine,Thursday,6,1085,978,107,9.86,Medium,equipment_downtime,3.9,20.8,39.6,0.258,4.5,0.3,1.5,2.7,98.0,0.0,0.0,98.4,40
2023-06-09,dongri_buzurg,Dongri Buzurg Mine,Friday,6,1108,567,541,48.83,High,equipment_downtime,23.1,29.3,38.5,0.203,22.1,12.8,1.8,7.5,91.1,0.9,0.0,87.0,24
