block_id,site_id,site_name,lat,lon,depth_m,ore_grade_pct,rock_hardness_mohs,drill_hole_density,ndvi_anomaly,soil_moisture_pct,surface_temp_c,spectral_band_ratio,gravity_anomaly_mgal,magnetic_susceptibility,confidence_pct,estimated_reserve_tonnes
GUM-BLK-033,gumgaon,Gumgaon Mine,21.4074,78.98244,171.6,34.67,4.86,11.9,-0.2109,24.91,28.3,3.067,8.38,3.49,76.6,613210
MAN-BLK-033,mansar,Mansar Mine,21.40731,79.2902,116.9,36.07,4.78,7.29,-0.2547,21.14,35.93,2.699,9.46,4.52,72.9,610109
UKW-BLK-033,ukwa,Ukwa Mine,21.98232,80.46257,116.1,43.62,5.55,18.94,-0.031,29.56,36.34,3.238,11.78,3.74,86.2,680781
BAL-BLK-034,balaghat,Balaghat Mine,21.79216,80.20953,191.6,49.87,5.47,12.0,-0.1671,15.34,21.67,2.517,10.04,2.89,81.7,1672857
DON-BLK-034,dongri_buzurg,Dongri Buzurg Mine,21.53587,79.7498,138.7,40.09,6.27,13.69,-0.0558,23.55,35.02,2.152,5.62,4.48,76.6,810439
GUM-BLK-034,gumgaon,Gumgaon Mine,21.35562,78.96801,242.5,42.95,5.57,8.85,-0.1211,22.03,34.71,2.428,10.79,3.55,60.0,765925
MAN-BLK-034,mansar,Mansar Mine,21.43073,79.23667,62.6,34.23,4.55,8.03,-0.1728,18.03,20.47,2.47,15.47,4.44,81.4,594879
UKW-BLK-034,ukwa,Ukwa Mine,21.95618,80.4676,222.0,45.33,5.34,14.5,-0.1258,26.63,32.09,3.007,13.89,3.08,80.7,822835
BAL-BLK-035,balaghat,Balaghat Mine,21.80887,80.24686,263.5,49.27,7.13,7.27,-0.2148,25.46,31.0,3.427,8.69,2.51,73.0,1866927
DON-BLK-035,dongri_buzurg,Dongri Buzurg Mine,21.48827,79.68467,46.9,45.85,7.09,12.07,-0.1874,16.44,29.23,2.543,11.35,5.04,74.7,791679
GUM-BLK-035,gumgaon,Gumgaon Mine,21.34724,79.01266,274.1,36.17,6.32,17.52,-0.2543,16.45,30.95,2.792,11.87,3.41,89.6,791993
MAN-BLK-035,mansar,Mansar Mine,21.40717,79.22379,84.2,44.35,7.09,6.37,-0.1839,36.14,32.03,2.606,10.7,3.28,60.0,734308
UKW-BLK-035,ukwa,Ukwa Mine,21.87823,80.52804,107.9,43.24,5.06,7.69,-0.2509,27.53,24.81,2.884,17.46,1.86,79.0,732589
BAL-BLK-036,balaghat,Balaghat Mine,21.77832,80.20194,361.8,46.55,4.94,18.32,-0.2422,28.32,26.18,2.29,13.96,5.28,92.0,2074318
DON-BLK-036,dongri_buzurg,Dongri Buzurg Mine,21.54148,79.69167,41.1,42.93,5.12,11.27,-0.3476,27.63,35.97,2.469,9.87,3.82,74.5,677910
GUM-BLK-036,gumgaon,Gumgaon Mine,21.38905,79.08679,142.5,39.11,5.28,14.6,-0.1964,20.1,37.95,3.26,8.14,1.26,67.6,720957
MAN-BLK-036,mansar,Mansar Mine,21.37371,79.28883,161.5,42.36,5.15,7.64,-0.1924,18.28,30.17,2.974,11.39,4.2,60.0,888090
UKW-BLK-036,ukwa,Ukwa Mine,21.90413,80.53139,150.8,44.09,5.45,11.34,-0.094,23.23,38.8,2.035,11.65,2.0,77.5,674494
BAL-BLK-037,balaghat,Balaghat Mine,21.84028,80.16807,229.7,46.53,5.61,14.48,-0.1668,26.43,37.56,2.238,14.58,4.93,60.0,1634324
DON-BLK-037,dongri_buzurg,Dongri Buzurg Mine,21.56679,79.67153,55.3,40.97,6.57,9.64,-0.1817,17.48,27.11,2.952,7.14,4.3,68.8,682370
GUM-BLK-037,gumgaon,Gumgaon Mine,21.32267,78.9757,181.8,42.22,4.99,14.03,-0.0993,22.49,29.31,3.303,16.24,4.67,91.5,880761
MAN-BLK-037,mansar,Mansar Mine,21.36877,79.22398,200.5,39.96,6.08,14.28,-0.3601,30.31,27.51,2.46,10.99,5.89,60.0,970203
UKW-BLK-037,ukwa,Ukwa Mine,21.99097,80.45937,249.0,46.83,5.75,15.48,-0.1934,26.99,35.0,2.914,15.16,2.76,83.8,903570
BAL-BLK-038,balaghat,Balaghat Mine,21.76079,80.20248,354.5,48.68,6.02,11.98,-0.1518,17.45,30.26,3.062,15.84,3.15,87.8,2184699
DON-BLK-038,dongri_buzurg,Dongri Buzurg Mine,21.49329,79.67742,124.6,41.74,7.11,16.62,-0.1896,20.04,35.14,2.846,12.34,2.87,60.0,886009
GUM-BLK-038,gumgaon,Gumgaon Mine,21.43559,78.98365,175.1,37.38,6.85,15.71,-0.0903,28.1,25.85,3.144,10.12,3.06,88.5,709667
MAN-BLK-038,mansar,Mansar Mine,21.33005,79.27355,115.2,42.0,5.4,6.7,-0.2675,33.2,29.59,1.892,7.6,4.98,70.0,630846
UKW-BLK-038,ukwa,Ukwa Mine,21.94477,80.4731,220.9,45.2,6.21,10.74,-0.3704,21.52,33.17,2.269,9.2,3.91,80.7,750718
BAL-BLK-039,balaghat,Balaghat Mine,21.80611,80.15456,223.0,50.74,6.4,9.85,-0.45,18.42,25.27,2.484,13.76,1.76,65.3,1872816
DON-BLK-039,dongri_buzurg,Dongri Buzurg Mine,21.51384,79.69999,112.4,41.39,4.71,10.09,-0.221,34.04,38.03,2.067,13.23,4.47,60.8,837042
GUM-BLK-039,gumgaon,Gumgaon Mine,21.42445,79.06432,179.5,41.64,6.84,6.62,-0.1236,26.04,33.76,2.058,13.96,4.9,73.5,727797
MAN-BLK-039,mansar,Mansar Mine,21.39936,79.19596,141.0,39.94,7.09,15.94,-0.2197,27.39,27.41,2.622,9.71,3.77,84.1,737559
UKW-BLK-039,ukwa,Ukwa Mine,21.96144,80.49974,146.6,48.5,4.52,10.28,-0.021,32.29,26.18,3.057,11.71,3.82,77.0,753602
BAL-BLK-040,balaghat,Balaghat Mine,21.79542,80.15355,245.0,44.57,5.17,11.76,-0.2933,28.09,38.69,2.433,12.57,4.1,76.8,1646970
DON-BLK-040,dongri_buzurg,Dongri Buzurg Mine,21.55704,79.72141,64.0,45.17,6.49,14.38,-0.3026,24.23,35.07,2.608,15.28,6.34,77.4,883371
GUM-BLK-040,gumgaon,Gumgaon Mine,21.33646,79.01495,269.6,41.82,5.73,7.31,-0.1078,20.36,39.74,3.554,8.59,2.84,60.0,846412
MAN-BLK-040,mansar,Mansar Mine,21.38561,79.25538,114.2,36.57,5.83,12.01,-0.2186,32.66,26.35,2.954,8.21,3.16,67.4,666215
UKW-BLK-040,ukwa,Ukwa Mine,21.9803,80.48952,119.9,46.51,5.28,8.2,-0.3181,41.69,37.6,2.112,8.56,4.08,65.7,645514
BAL-BLK-041,balaghat,Balaghat Mine,21.82676,80.1747,408.7,43.29,5.87,7.23,-0.2273,18.89,32.79,4.0,12.5,3.12,60.0,1970740
DON-BLK-041,dongri_buzurg,Dongri Buzurg Mine,21.57331,79.7085,92.7,42.9,6.15,13.66,-0.3086,27.33,27.87,2.484,10.38,4.67,69.5,912401
GUM-BLK-041,gumgaon,Gumgaon Mine,21.34187,79.005,135.9,39.01,5.46,13.49,-0.2001,22.15,42.92,2.815,5.77,2.82,63.5,652441
MAN-BLK-041,mansar,Mansar Mine,21.48464,79.19376,157.4,33.24,6.38,8.96,-0.0753,8.19,32.02,2.691,10.66,2.28,77.9,621879
UKW-BLK-041,ukwa,Ukwa Mine,21.92968,80.47692,160.7,45.01,5.06,9.18,-0.1071,22.59,32.17,2.048,11.11,3.44,60.0,768768
BAL-BLK-042,balaghat,Balaghat Mine,21.76032,80.24347,240.8,49.29,4.53,12.98,-0.0247,26.23,33.75,2.733,17.17,4.82,79.6,1885466
DON-BLK-042,dongri_buzurg,Dongri Buzurg Mine,21.50123,79.68358,142.6,40.95,4.7,15.58,-0.0372,21.26,31.81,2.672,13.13,0.8,81.4,942901
GUM-BLK-042,gumgaon,Gumgaon Mine,21.40015,79.0508,202.4,38.42,7.19,5.43,-0.0962,20.19,26.65,2.331,9.14,2.77,60.0,546041
MAN-BLK-042,mansar,Mansar Mine,21.43698,79.3082,187.6,37.91,4.51,19.39,-0.0956,28.01,28.7,2.642,10.89,5.25,84.5,821001
UKW-BLK-042,ukwa,Ukwa Mine,21.99826,80.47005,125.3,47.75,6.31,16.91,-0.1427,21.34,29.84,2.87,14.35,3.74,90.7,805202
BAL-BLK-043,balaghat,Balaghat Mine,21.8728,80.22776,393.4,51.72,4.92,15.88,-0.0332,22.69,28.19,2.496,11.08,2.56,85.0,2386044
DON-BLK-043,dongri_buzurg,Dongri Buzurg Mine,21.49778,79.69232,62.6,43.73,4.71,8.82,-0.02,27.06,36.64,2.387,14.12,2.19,64.4,820500
GUM-BLK-043,gumgaon,Gumgaon Mine,21.39857,79.02493,181.7,37.51,6.38,9.87,-0.1095,15.8,35.82,2.046,11.04,4.25,67.7,618495
MAN-BLK-043,mansar,Mansar Mine,21.42438,79.26762,126.3,36.99,5.67,13.22,-0.3497,24.57,30.81,2.899,8.29,3.1,70.8,709253
UKW-BLK-043,ukwa,Ukwa Mine,21.9801,80.47935,144.8,41.82,4.76,12.44,-0.1001,27.67,27.42,2.548,10.77,3.34,79.3,654727
BAL-BLK-044,balaghat,Balaghat Mine,21.86205,80.22817,235.7,42.83,4.54,14.18,-0.0375,26.32,36.91,3.577,14.31,3.8,71.1,1616695
DON-BLK-044,dongri_buzurg,Dongri Buzurg Mine,21.5598,79.69266,130.8,46.15,5.55,10.28,-0.1569,15.6,33.65,1.77,14.28,4.56,73.1,1012266
GUM-BLK-044,gumgaon,Gumgaon Mine,21.39664,79.08097,248.7,38.38,5.51,18.87,-0.1699,30.07,38.04,2.278,8.23,4.98,61.8,814122
MAN-BLK-044,mansar,Mansar Mine,21.42362,79.22201,141.9,41.17,4.96,13.66,-0.0005,29.12,33.87,2.857,10.79,4.17,60.0,654935
UKW-BLK-044,ukwa,Ukwa Mine,21.95484,80.47635,149.9,40.58,6.99,18.14,0.0053,21.21,31.32,2.608,9.1,3.73,79.8,598405
BAL-BLK-045,balaghat,Balaghat Mine,21.75958,80.20981,387.1,46.03,6.49,12.74,-0.1088,20.21,33.14,3.083,12.26,4.05,77.4,2017657
DON-BLK-045,dongri_buzurg,Dongri Buzurg Mine,21.54614,79.68347,48.5,39.11,5.07,11.38,-0.3605,21.05,30.72,2.506,9.21,3.43,73.3,682335
GUM-BLK-045,gumgaon,Gumgaon Mine,21.42668,78.97681,182.0,36.96,4.85,9.34,-0.2541,16.22,29.95,2.674,10.97,2.83,72.3,664520
MAN-BLK-045,mansar,Mansar Mine,21.36403,79.25594,114.4,36.12,6.02,10.74,-0.1206,25.1,44.12,2.739,5.88,3.39,60.0,492292
UKW-BLK-045,ukwa,Ukwa Mine,21.96348,80.43338,155.2,40.48,6.46,3.87,0.037,28.88,34.17,2.806,11.6,1.19,65.7,581479
BAL-BLK-046,balaghat,Balaghat Mine,21.83861,80.18294,358.0,42.57,5.83,16.36,-0.2028,29.71,30.35,1.901,8.37,5.38,85.7,1684782
DON-BLK-046,dongri_buzurg,Dongri Buzurg Mine,21.54426,79.67971,154.2,41.93,6.06,7.61,0.0747,23.05,33.33,1.977,15.36,2.1,76.6,974280
GUM-BLK-046,gumgaon,Gumgaon Mine,21.34781,78.97925,161.6,37.46,4.99,10.08,-0.0647,17.37,32.99,3.147,7.82,2.64,74.8,611770
MAN-BLK-046,mansar,Mansar Mine,21.44829,79.26496,203.3,39.96,5.1,8.58,-0.1307,22.15,28.23,2.234,11.84,4.97,67.2,760022
UKW-BLK-046,ukwa,Ukwa Mine,21.98504,80.38322,116.9,42.16,5.81,8.72,-0.2731,25.75,31.16,1.655,4.64,2.77,65.3,506815
BAL-BLK-047,balaghat,Balaghat Mine,21.6949,80.16491,323.3,49.78,4.96,10.72,-0.2217,11.22,35.46,2.861,15.2,8.21,60.0,2078126
DON-BLK-047,dongri_buzurg,Dongri Buzurg Mine,21.62299,79.6802,43.0,42.0,5.71,10.01,-0.1525,14.9,35.38,2.473,7.56,2.96,60.0,670970
GUM-BLK-047,gumgaon,Gumgaon Mine,21.37029,79.01714,266.8,41.91,6.03,8.09,-0.2125,28.01,32.44,3.242,8.76,4.39,72.7,812296
MAN-BLK-047,mansar,Mansar Mine,21.39853,79.26087,228.0,39.21,5.22,17.52,-0.057,29.21,29.95,2.223,12.84,4.55,67.4,912721
UKW-BLK-047,ukwa,Ukwa Mine,21.94254,80.45752,179.7,41.5,6.75,7.62,-0.1122,22.86,33.46,2.137,11.03,0.8,73.8,621117
BAL-BLK-048,balaghat,Balaghat Mine,21.73958,80.23314,360.9,48.68,6.06,8.68,-0.0224,29.59,30.94,3.26,9.97,2.51,66.4,2061009
DON-BLK-048,dongri_buzurg,Dongri Buzurg Mine,21.53284,79.64944,91.6,41.84,5.28,17.99,-0.4205,23.59,25.84,3.552,13.63,3.63,73.0,1037740
GUM-BLK-048,gumgaon,Gumgaon Mine,21.35785,79.02454,276.0,40.36,6.03,14.56,-0.1475,14.07,27.68,2.583,10.66,2.14,60.0,923188
MAN-BLK-048,mansar,Mansar Mine,21.46176,79.28128,65.8,39.69,4.78,19.28,-0.1472,16.55,33.5,2.559,4.42,2.47,85.0,543962
UKW-BLK-048,ukwa,Ukwa Mine,22.04221,80.48896,145.5,40.06,6.06,15.79,-0.2369,23.44,37.97,2.055,6.08,2.8,67.5,610450
BAL-BLK-049,balaghat,Balaghat Mine,21.74403,80.07161,381.8,44.94,6.68,7.45,-0.259,30.92,23.59,2.524,12.55,4.04,68.2,1908219
DON-BLK-049,dongri_buzurg,Dongri Buzurg Mine,21.55538,79.59217,59.3,39.36,6.27,12.21,-0.1225,21.94,32.77,2.192,9.41,4.23,81.4,666086
GUM-BLK-049,gumgaon,Gumgaon Mine,21.36824,79.01177,187.4,33.68,6.75,16.0,-0.091,31.18,25.83,2.23,7.17,2.56,60.0,647723
MAN-BLK-049,mansar,Mansar Mine,21.36683,79.23498,131.1,39.07,4.99,13.11,-0.2144,23.44,29.62,1.939,10.89,5.61,86.9,697166
UKW-BLK-049,ukwa,Ukwa Mine,21.97571,80.49441,213.4,47.9,5.93,10.03,-0.3154,34.91,35.49,2.988,13.72,3.2,60.0,923566
BAL-BLK-050,balaghat,Balaghat Mine,21.81041,80.10622,399.6,43.37,5.18,11.8,-0.054,12.29,32.65,1.86,13.71,3.39,78.8,1869117
DON-BLK-050,dongri_buzurg,Dongri Buzurg Mine,21.51944,79.74288,120.5,44.97,5.22,10.34,-0.0119,30.42,28.72,2.862,8.11,4.19,71.1,932312
GUM-BLK-050,gumgaon,Gumgaon Mine,21.31691,78.95633,152.5,39.01,5.63,13.36,-0.1439,22.83,28.6,3.092,14.87,2.92,78.7,744198
MAN-BLK-050,mansar,Mansar Mine,21.42075,79.24288,226.8,36.84,4.61,11.63,-0.3901,31.91,32.33,2.406,8.88,3.45,60.0,694961
UKW-BLK-050,ukwa,Ukwa Mine,22.0265,80.46835,149.5,45.04,6.42,13.66,-0.2424,29.08,22.43,2.656,10.21,4.02,78.3,729201
BAL-BLK-051,balaghat,Balaghat Mine,21.77649,80.15641,376.2,40.94,6.85,9.86,-0.45,21.75,27.33,1.912,6.87,3.63,60.0,1661977
DON-BLK-051,dongri_buzurg,Dongri Buzurg Mine,21.56653,79.66744,57.9,42.48,5.22,7.96,-0.4051,21.66,32.71,2.623,9.87,2.37,65.1,768157
GUM-BLK-051,gumgaon,Gumgaon Mine,21.33901,79.03384,288.4,38.92,5.12,14.14,-0.3496,20.99,36.39,2.851,12.81,4.13,68.6,832986
MAN-BLK-051,mansar,Mansar Mine,21.38787,79.22599,180.8,42.23,5.23,15.13,0.0262,21.54,35.21,3.69,9.18,1.66,60.0,771771
UKW-BLK-051,ukwa,Ukwa Mine,21.99521,80.39137,253.1,46.4,6.0,13.9,-0.3327,19.94,28.52,3.092,15.19,4.04,68.5,987522
BAL-BLK-052,balaghat,Balaghat Mine,21.75768,80.25159,343.8,50.77,6.05,6.2,-0.3075,19.59,35.25,2.304,16.29,5.14,65.3,2284162
DON-BLK-052,dongri_buzurg,Dongri Buzurg Mine,21.56535,79.65219,141.9,40.4,7.01,4.6,-0.2325,11.85,27.18,3.499,6.55,3.73,60.0,890706
GUM-BLK-052,gumgaon,Gumgaon Mine,21.3415,79.01019,227.1,42.43,5.85,6.16,-0.0675,22.96,35.47,2.864,8.9,3.77,60.0,673045
MAN-BLK-052,mansar,Mansar Mine,21.42523,79.26913,202.6,41.81,7.05,16.06,-0.2966,19.73,37.34,3.304,10.17,3.56,74.0,874809
UKW-BLK-052,ukwa,Ukwa Mine,22.01361,80.49332,161.7,49.24,4.86,12.81,-0.1578,22.71,28.07,3.153,15.65,2.4,63.5,922915
BAL-BLK-053,balaghat,Balaghat Mine,21.85161,80.19027,409.8,48.2,4.73,21.68,-0.45,29.26,24.97,3.419,12.13,3.25,91.2,2319248
DON-BLK-053,dongri_buzurg,Dongri Buzurg Mine,21.54248,79.74844,144.8,34.23,7.19,16.47,-0.1048,16.76,27.16,3.311,5.4,2.12,66.2,788039
GUM-BLK-053,gumgaon,Gumgaon Mine,21.40524,78.96528,144.4,44.65,6.39,14.46,-0.1441,26.17,39.93,2.695,8.33,4.04,60.0,819479
MAN-BLK-053,mansar,Mansar Mine,21.36051,79.24274,82.6,39.67,7.1,11.81,-0.2959,30.73,42.44,2.717,7.42,1.64,77.0,628264
UKW-BLK-053,ukwa,Ukwa Mine,22.01086,80.48571,107.5,49.32,5.18,11.93,-0.1263,14.73,39.15,3.016,17.71,1.89,63.3,756438
BAL-BLK-054,balaghat,Balaghat Mine,21.79884,80.20501,266.1,51.53,6.96,8.41,-0.1016,18.21,39.33,2.659,19.06,4.31,82.6,2115277
DON-BLK-054,dongri_buzurg,Dongri Buzurg Mine,21.53322,79.67806,110.1,40.95,4.67,13.18,-0.1763,11.23,34.06,2.205,7.12,1.48,60.0,723145
GUM-BLK-054,gumgaon,Gumgaon Mine,21.33748,78.97444,243.2,45.27,4.67,13.4,-0.1959,23.54,26.62,3.357,17.52,1.48,72.7,990544
MAN-BLK-054,mansar,Mansar Mine,21.38991,79.21862,89.3,36.15,4.66,14.37,0.1029,31.14,32.96,3.044,12.22,2.82,74.3,611492
UKW-BLK-054,ukwa,Ukwa Mine,21.96983,80.50117,171.3,44.19,5.3,11.74,-0.2142,35.84,25.76,2.917,16.18,6.23,81.0,790794
BAL-BLK-055,balaghat,Balaghat Mine,21.82446,80.20769,246.5,48.07,4.61,9.15,-0.1761,8.81,35.07,2.798,12.41,5.96,67.9,1764920
DON-BLK-055,dongri_buzurg,Dongri Buzurg Mine,21.53788,79.77136,85.7,38.87,4.65,14.94,-0.1483,16.24,29.61,2.345,9.62,4.01,81.2,765067
GUM-BLK-055,gumgaon,Gumgaon Mine,21.32066,79.04536,272.0,43.35,6.2,12.75,-0.1441,32.08,34.35,2.634,18.24,4.57,81.1,1012236
MAN-BLK-055,mansar,Mansar Mine,21.35005,79.20567,70.7,39.32,6.13,12.49,0.0147,28.17,26.87,2.574,7.6,3.03,75.3,535769
UKW-BLK-055,ukwa,Ukwa Mine,21.94759,80.41649,109.2,44.6,5.8,3.26,-0.077,21.74,32.08,2.167,16.95,5.78,71.3,658773
BAL-BLK-056,balaghat,Balaghat Mine,21.84574,80.19191,334.9,42.76,4.62,10.41,-0.2228,23.45,31.64,2.694,8.03,2.64,60.0,1606086
DON-BLK-056,dongri_buzurg,Dongri Buzurg Mine,21.59311,79.60747,49.2,38.08,5.82,18.2,-0.2119,23.61,27.45,2.376,14.17,4.3,80.6,703039
GUM-BLK-056,gumgaon,Gumgaon Mine,21.3278,78.98972,154.0,39.2,6.65,13.79,0.057,28.89,31.78,2.54,8.9,4.92,74.4,617482
MAN-BLK-056,mansar,Mansar Mine,21.40291,79.25925,100.4,34.22,7.14,6.04,-0.0853,20.8,37.49,2.162,13.36,1.4,67.9,593698
UKW-BLK-056,ukwa,Ukwa Mine,21.98572,80.43488,174.8,44.99,5.98,13.76,-0.45,18.21,39.33,2.438,8.47,3.26,60.0,813540
BAL-BLK-057,balaghat,Balaghat Mine,21.73153,80.14285,322.5,43.2,5.77,12.92,0.0523,33.57,35.06,2.31,11.22,3.31,80.6,1685379
DON-BLK-057,dongri_buzurg,Dongri Buzurg Mine,21.61204,79.72688,108.1,38.18,6.65,14.4,0.0069,17.33,31.84,2.37,4.91,3.92,60.0,789653
GUM-BLK-057,gumgaon,Gumgaon Mine,21.3181,79.00151,259.6,39.98,7.04,10.74,-0.1935,16.2,33.05,2.293,3.67,4.93,60.0,710555
MAN-BLK-057,mansar,Mansar Mine,21.40317,79.26636,220.3,41.51,6.11,10.96,-0.0316,25.92,32.87,2.082,11.64,2.5,71.3,801922
UKW-BLK-057,ukwa,Ukwa Mine,21.93408,80.42405,199.9,39.44,6.16,18.52,-0.1681,16.24,28.87,2.213,13.77,3.02,78.0,777220
BAL-BLK-058,balaghat,Balaghat Mine,21.82896,80.27705,339.1,42.36,6.33,8.59,-0.0733,26.02,30.98,2.294,8.92,5.96,77.6,1607832
DON-BLK-058,dongri_buzurg,Dongri Buzurg Mine,21.58529,79.66006,131.2,38.94,5.07,6.08,-0.1696,24.67,31.19,2.797,11.96,4.38,60.0,807976
GUM-BLK-058,gumgaon,Gumgaon Mine,21.38033,79.05059,229.3,42.31,5.06,5.08,-0.1882,35.39,27.73,2.289,13.35,1.65,62.2,774490
MAN-BLK-058,mansar,Mansar Mine,21.42496,79.23183,223.7,42.26,6.92,9.58,-0.2342,26.22,31.44,2.869,9.55,3.28,60.1,830048
UKW-BLK-058,ukwa,Ukwa Mine,21.9653,80.43426,245.6,40.68,6.86,14.74,-0.2358,26.45,34.48,2.843,8.01,3.68,80.7,727552
BAL-BLK-059,balaghat,Balaghat Mine,21.80509,80.10144,335.0,43.57,5.34,12.1,-0.1566,25.87,37.37,2.115,13.69,4.21,84.9,1758893
DON-BLK-059,dongri_buzurg,Dongri Buzurg Mine,21.56755,79.73288,121.3,43.64,5.18,11.77,-0.1931,24.44,31.32,3.218,11.27,2.16,77.3,965092
GUM-BLK-059,gumgaon,Gumgaon Mine,21.39885,79.05197,155.9,40.06,6.13,18.32,-0.0273,23.09,34.4,3.012,13.92,4.77,81.7,818506
MAN-BLK-059,mansar,Mansar Mine,21.3885,79.23433,133.4,39.43,6.89,15.73,-0.0023,18.5,28.23,2.563,10.97,2.87,65.0,772916
UKW-BLK-059,ukwa,Ukwa Mine,21.98366,80.46828,166.4,39.97,5.91,7.61,-0.0583,23.05,46.59,3.671,9.69,3.37,60.0,674691
BAL-BLK-060,balaghat,Balaghat Mine,21.87293,80.11938,368.4,41.5,5.03,13.74,-0.0606,16.8,21.58,3.039,8.29,1.08,83.5,1670927
DON-BLK-060,dongri_buzurg,Dongri Buzurg Mine,21.58573,79.68682,81.4,37.25,4.5,10.57,-0.2493,27.13,33.45,2.672,6.3,3.28,60.0,575004
GUM-BLK-060,gumgaon,Gumgaon Mine,21.39884,79.05995,256.6,35.67,4.8,16.38,-0.2078,19.85,23.14,2.622,14.86,3.83,95.9,807587
MAN-BLK-060,mansar,Mansar Mine,21.41398,79.25676,195.8,39.2,7.18,6.31,-0.2922,31.82,34.99,2.374,12.97,2.9,61.1,763227
UKW-BLK-060,ukwa,Ukwa Mine,21.93631,80.39586,175.1,45.12,5.52,4.74,-0.2211,23.1,30.53,2.232,8.53,4.06,60.0,616797
BAL-BLK-061,balaghat,Balaghat Mine,21.81745,80.14949,209.7,47.86,5.97,10.36,-0.1568,21.53,33.16,2.63,13.02,3.11,80.8,1672691
DON-BLK-061,dongri_buzurg,Dongri Buzurg Mine,21.56248,79.65197,85.2,38.36,5.56,7.74,-0.151,18.64,34.31,2.627,3.77,4.29,60.0,651720
GUM-BLK-061,gumgaon,Gumgaon Mine,21.35195,79.01961,223.9,39.18,5.62,9.4,-0.221,23.26,30.21,2.09,8.76,3.82,78.0,689360
MAN-BLK-061,mansar,Mansar Mine,21.4084,79.2304,173.0,41.78,5.02,16.14,-0.133,22.78,29.62,3.123,6.6,2.34,81.4,774445
UKW-BLK-061,ukwa,Ukwa Mine,22.01621,80.48189,168.8,43.02,5.14,10.82,-0.0807,15.77,39.24,3.046,14.58,2.94,83.1,739782
BAL-BLK-062,balaghat,Balaghat Mine,21.74747,80.16391,206.4,47.88,6.89,16.54,-0.3602,21.81,31.32,2.11,14.78,2.63,92.7,1732082
DON-BLK-062,dongri_buzurg,Dongri Buzurg Mine,21.53592,79.66013,50.8,38.23,5.33,11.84,-0.131,33.92,32.63,3.058,5.46,3.69,60.0,551567
GUM-BLK-062,gumgaon,Gumgaon Mine,21.33262,78.97323,300.9,43.14,6.49,15.33,-0.1697,14.8,31.12,2.811,11.87,1.29,74.3,906259
MAN-BLK-062,mansar,Mansar Mine,21.39854,79.27865,148.0,40.46,6.04,11.11,-0.0996,27.5,28.4,1.781,9.23,4.7,60.0,737298
UKW-BLK-062,ukwa,Ukwa Mine,21.99512,80.48387,171.1,44.86,4.64,17.84,-0.3223,33.69,30.55,3.295,7.73,4.2,78.6,727664
BAL-BLK-063,balaghat,Balaghat Mine,21.74819,80.19364,250.1,46.17,5.08,17.83,-0.2275,27.29,36.27,2.689,17.98,3.77,94.5,1827489
DON-BLK-063,dongri_buzurg,Dongri Buzurg Mine,21.48954,79.68119,40.1,40.26,4.61,15.36,-0.1261,16.92,32.78,2.939,14.92,4.57,79.4,776064
GUM-BLK-063,gumgaon,Gumgaon Mine,21.3941,79.01833,184.9,38.2,6.92,12.69,-0.2111,19.36,33.71,3.163,7.83,0.8,75.9,674004
MAN-BLK-063,mansar,Mansar Mine,21.43764,79.27871,92.7,39.7,5.66,13.8,-0.2783,37.1,34.57,2.368,8.31,3.39,81.7,633409
UKW-BLK-063,ukwa,Ukwa Mine,22.01137,80.47416,220.0,45.45,6.44,11.71,-0.2068,28.61,29.26,2.869,13.09,1.23,60.0,903177
BAL-BLK-064,balaghat,Balaghat Mine,21.85643,80.16901,328.1,43.41,7.12,13.24,-0.1775,27.04,38.51,2.934,8.3,5.14,60.0,1770937
DON-BLK-064,dongri_buzurg,Dongri Buzurg Mine,21.68008,79.64676,80.1,37.25,6.67,12.32,0.0673,19.35,24.4,2.385,3.36,4.4,60.0,495729
GUM-BLK-064,gumgaon,Gumgaon Mine,21.39284,78.91969,294.9,38.9,4.53,17.75,-0.1301,18.82,31.86,2.627,11.28,1.86,84.1,863828
MAN-BLK-064,mansar,Mansar Mine,21.29292,79.232,73.5,36.5,5.86,9.87,-0.2772,25.19,31.64,2.326,7.58,4.34,68.5,516294
UKW-BLK-064,ukwa,Ukwa Mine,21.96318,80.5535,202.8,39.81,5.4,9.62,-0.2171,19.31,30.83,3.35,12.59,4.53,60.0,669151
BAL-BLK-065,balaghat,Balaghat Mine,21.75875,80.07134,361.9,43.8,7.0,7.96,-0.2055,19.87,32.92,3.029,6.73,3.86,60.0,1786109
DON-BLK-065,dongri_buzurg,Dongri Buzurg Mine,21.5374,79.71973,51.9,49.08,4.54,11.63,-0.1873,19.57,32.82,2.962,14.01,2.28,83.0,907007
GUM-BLK-065,gumgaon,Gumgaon Mine,21.45019,79.02075,197.2,40.72,6.93,14.94,-0.2984,25.91,27.54,2.358,11.07,3.86,67.0,735898
MAN-BLK-065,mansar,Mansar Mine,21.44326,79.28008,145.3,36.53,5.11,10.44,-0.1456,21.82,22.97,2.412,8.12,4.26,66.3,598273
UKW-BLK-065,ukwa,Ukwa Mine,22.03385,80.39023,103.8,43.64,6.7,10.23,-0.0987,24.48,37.13,2.507,8.23,5.2,77.7,559172
BAL-BLK-066,balaghat,Balaghat Mine,21.81366,80.23429,363.7,43.61,7.01,14.08,-0.2725,23.21,32.33,2.006,9.18,5.12,70.0,1815851
